id,loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,active_credit,emp_title,purpose,zip_code,addr_state,loan_status
5666,80000,240,1400,3,10,0,228000,1,10,9.11,0,6176.17,48,19.76,0,-1,assistant supervisor,car,027xx,MA,0
5667,100000,300,1200,3,8,1,118000,1,20,9.05,0.01,3022.35,20.1,16.76,1,285,Patrol Driver,debt_consolidation,958xx,CA,0
5668,210000,300,2600,3,5,1,297000,1,20,7.95,0.01,27457,60.06,24.35,0,341,Variety Media LLC,debt_consolidation,900xx,CA,0
5671,200000,300,2700,5,10,1,281000,1,20,8.11,0,2190.35,22.69,16.35,0,0,FIS,debt_consolidation,337xx,FL,0
5672,90000,240,1500,3,10,1,273000,0,20,17.84,0,6873.17,41.22,28.65,0,283,McGraw-Hill Education,debt_consolidation,432xx,OH,0
5674,40000,240,700,3,4,1,200000,0,10,7.05,0,723.65,5.44,13.24,0,3,Cash Logistics Supervisor,debt_consolidation,207xx,MD,0
5675,140000,300,1500,2,10,0,207000,1,20,6.95,0.01,8502.83,55.84,22.12,0,2,Oregon State Police,debt_consolidation,973xx,OR,0
5677,180000,300,2400,5,1,0,215000,1,30,9.89,0.99,1796.83,9.99,34,0,-1,home health aide,debt_consolidation,142xx,NY,0
5678,80000,300,1000,4,5,0,176000,1,30,6.95,0.01,4394.52,48.48,19.76,1,295,Post Commander,debt_consolidation,900xx,CA,0
5680,120000,300,1600,5,7,1,294000,1,10,4.05,0.01,1673,66.42,11.24,0,1,Supervisor ,debt_consolidation,706xx,LA,0
5683,110000,240,1800,2,10,0,310000,0,10,2.89,0,4306,24.76,17.12,1,-3,Supervisor,debt_consolidation,921xx,CA,0
5687,90000,300,1200,6,2,1,322000,1,10,25.11,0,8389.35,55.79,30.65,0,480,Copier Products,debt_consolidation,130xx,NY,0
5688,110000,300,1400,4,7,0,256000,0,10,9.95,0.01,8317.35,52.46,36.65,1,-1,auto damage adjuster ,debt_consolidation,232xx,VA,0
5689,120000,240,2300,5,5,1,203000,1,30,9.95,-0.01,2229.83,40.78,13.12,0,-7,cna,debt_consolidation,949xx,CA,0
5690,200000,300,2400,3,1,0,356000,1,20,19.11,0.01,16549,64.34,32.12,0,-6,The Insco Dico Group,debt_consolidation,770xx,TX,0
5691,350000,300,4900,5,3,0,840000,1,20,13.84,0.01,51100.17,82.71,46.12,0,328,Naval Healt Clinic New England,debt_consolidation,028xx,RI,0
5692,80000,240,1300,3,1,0,226000,1,30,10.95,0.01,12148.65,62.69,32.88,1,5,RN,credit_card,572xx,SD,0
5694,240000,300,2900,3,2,1,403000,1,30,18.05,0,22735.17,51.24,28.76,0,-516,West boca medical center,debt_consolidation,330xx,FL,0
5695,140000,240,2600,4,2,1,210000,0,30,12.11,0.01,4889.52,48.42,49.24,0,0,Heavy Equipment Operator,debt_consolidation,775xx,TX,0
5698,150000,240,2500,2,10,2,264000,1,20,12.95,0,16317.83,58.78,24.24,0,425,Office Manager,debt_consolidation,756xx,TX,1
5699,140000,300,2000,6,10,1,200000,1,30,8,-0.01,9689.83,84.36,24.65,0,-6,supervisor,debt_consolidation,336xx,FL,0
5700,350000,240,6000,3,4,1,597000,1,10,21.95,0.01,43510.83,32.7,24.88,1,307,Vice President Technology,debt_consolidation,113xx,NY,0
5703,180000,300,2100,3,1,1,170000,1,20,10.05,0,17495.52,46.68,39.65,0,359,Kirlins Hallmark,major_purchase,440xx,OH,1
5704,150000,240,2700,4,8,0,362000,1,20,14.84,1.99,9291.65,78.51,45,1,361,Assistant Principal,debt_consolidation,474xx,IN,0
5705,250000,300,3600,6,10,0,337000,1,30,13.84,0.01,27940.17,88.92,38.35,1,277,First Sergeant / E8,debt_consolidation,735xx,OK,0
5708,80000,300,1000,3,10,1,219000,1,20,5.05,-0.01,6020.83,65.52,15.88,0,338,EMPIRE MERCHANTS LLC,debt_consolidation,112xx,NY,0
5709,50000,240,800,1,10,0,403000,0,10,5.84,0.01,-313.74,-0.12,11.76,1,347,Code Compliance Officer,car,930xx,CA,1
5710,100000,240,1700,3,1,0,559000,1,20,11.84,0.01,19847.17,75.52,26.88,1,460,Fire Chief,credit_card,974xx,OR,1
5711,200000,240,3500,3,6,1,300000,1,30,18,0.01,3747.17,18.79,17.76,1,304,Manager,debt_consolidation,296xx,SC,0
5712,200000,240,3200,1,3,0,303000,1,20,15.11,-0.01,22717.52,32.86,33.12,1,387,Technician,credit_card,080xx,NJ,1
5714,180000,300,2300,4,10,2,204000,1,30,8.89,0.01,22045.35,70.62,22.24,0,462,NYS DOCCS - Upstate Correctional Facilit,debt_consolidation,129xx,NY,0
5716,270000,240,4700,4,1,1,436000,1,30,16.95,-0.01,56592.17,61.5,24.24,1,395,Associate ,debt_consolidation,201xx,VA,0
5717,70000,240,1300,4,8,0,142000,1,30,9.16,0.01,2607.65,64.1,22.12,1,-8,meat cutter,debt_consolidation,618xx,IL,0
5719,310000,300,4600,6,3,1,490000,1,20,12,0,27100.83,69.72,39,0,441,Fresenius Medical Care North America,credit_card,380xx,TN,0
5720,350000,300,4700,5,6,1,418000,1,10,3.89,0.01,11565.52,69.6,19.76,0,0,MCKESSON,credit_card,750xx,TX,0
5722,80000,240,1300,2,2,1,130000,0,10,4.95,0.01,8838,77.5,8,0,0,CBS  COLLINS BUILDING SERVICES,debt_consolidation,070xx,NJ,1
5726,80000,240,1300,1,6,1,187000,0,10,3.95,0.01,1107.65,24.78,5.76,0,-8,mermaid corp,medical,114xx,NY,1
5727,50000,240,800,2,6,1,169000,1,20,13.11,0.01,1586.35,48,24.76,0,282,SERVER,debt_consolidation,191xx,PA,0
5728,100000,240,1600,3,1,1,303000,1,20,14.11,-0.01,4444,38.06,35.24,1,387,RN,debt_consolidation,350xx,AL,1
5729,100000,240,1600,2,10,0,221000,1,10,18.11,0.99,9680.83,33.3,38.24,1,361,Oregon Health Authority,credit_card,973xx,OR,0
5730,120000,240,2000,3,10,1,166000,0,20,2.89,-0.01,7370,85.7,14.35,0,318,Target Corporation,debt_consolidation,489xx,MI,0
5731,100000,240,1600,2,1,0,756000,1,10,10,-0.01,25634.65,92.92,15.88,0,354,adjuster,debt_consolidation,333xx,FL,1
5733,210000,300,2500,4,10,0,427000,1,10,14,0.01,15088.65,37.74,37.65,1,338,Electrical Engineer,debt_consolidation,110xx,NY,0
5734,200000,240,3600,4,1,1,700000,1,20,10.11,1,11231.83,56.19,19.76,0,-2,General sales manager ,debt_consolidation,330xx,FL,0
5736,350000,300,4900,5,1,1,760000,1,10,12.11,0.01,13929.52,89.9,27.12,1,302,Office Manager/ Executive Assistant ,debt_consolidation,100xx,NY,0
5738,50000,240,700,2,2,0,206000,0,20,2.95,1,811.17,60.48,25.65,1,321,Department of Public Safety Officer,car,653xx,MO,1
5739,110000,300,1300,3,3,2,168000,1,30,4.89,0.01,24444.48,83.14,20.88,1,300,Craig Orthodontics,other,730xx,OK,0
5743,80000,240,1500,4,10,2,306000,1,20,18.11,0.99,12795.83,44.04,35,1,340,Jones brothers,other,797xx,TX,0
5744,30000,240,500,5,4,0,234000,1,40,15.95,1,6009.52,29.54,19.12,1,2,plant mechanic,debt_consolidation,913xx,CA,0
5745,50000,240,800,3,1,1,97000,0,0,15.89,-0.01,879,17.61,22.24,0,2,PSR,major_purchase,196xx,PA,0
5746,100000,240,1700,2,4,1,244000,0,10,5.16,0,6851,76.52,16.65,0,6,Executive Chef,debt_consolidation,432xx,OH,1
5747,210000,300,3000,6,4,0,225000,1,10,10.05,1,11372,45.38,33.76,1,0,Staff Accountant,debt_consolidation,014xx,MA,0
5748,10000,240,300,4,10,0,163000,1,30,12.11,0.01,1165.17,12.2,31.24,1,4,Senior Recruiter,home_improvement,850xx,AZ,0
5749,50000,240,900,4,3,0,122000,1,30,15.11,0.99,4773,43.88,37.24,1,269,LPN/Health Services Manager,debt_consolidation,243xx,VA,0
5750,250000,240,3700,1,9,1,505000,0,10,8.84,0,12626.65,12.16,23.88,0,293,Contract Analyst Principal,debt_consolidation,432xx,OH,1
5752,120000,240,2000,2,4,1,173000,1,30,6.95,0,26099.35,84.44,13.24,0,429,Itron,credit_card,992xx,WA,1
5756,180000,300,2400,4,10,0,615000,1,20,9.11,0.99,9675.35,72.48,28.12,0,298,foreman,debt_consolidation,676xx,KS,0
5757,250000,300,3000,3,5,0,503000,1,20,7.05,-0.01,18012.83,95.7,29.12,0,280,Director,debt_consolidation,282xx,NC,0
5758,240000,300,2700,2,3,0,425000,1,30,10.11,0.01,30177.65,95.76,37.65,0,409,Legacy Health System,credit_card,986xx,WA,1
5759,80000,240,1500,5,10,0,384000,1,10,6.89,-0.01,14.17,32.12,49,0,270,Student Conduct Administrator,other,212xx,MD,0
5760,40000,240,700,3,5,1,147000,0,20,8,-0.01,7587.52,84.32,10.88,0,-6,holler honda,other,328xx,FL,0
5761,120000,240,1800,1,4,1,198000,1,10,6.05,0,11150.17,38.66,9.12,1,-6,Security Officer,debt_consolidation,606xx,IL,1
5762,80000,240,1400,2,1,0,311000,1,30,15.05,0.01,37487.65,85.92,35.35,0,3,Schneider Electric,debt_consolidation,063xx,CT,1
5766,100000,240,1800,3,5,0,178000,1,30,6.84,0,12307.35,57.58,16.65,0,278,Stock Lead,debt_consolidation,336xx,FL,0
5767,300000,300,4200,5,10,1,353000,1,20,20.89,1.01,19197.83,39.59,45.88,0,331,Manager,credit_card,940xx,CA,0
5768,90000,240,1900,6,10,0,160000,1,20,16.11,0,17775,71.88,22.65,0,1,Area Supervisor,debt_consolidation,731xx,OK,0
5769,130000,240,2400,5,1,1,510000,0,20,22.84,0.01,24425.35,90.71,49.76,0,0,rn case manager,debt_consolidation,078xx,NJ,0
5772,70000,240,1200,3,4,0,503000,0,10,14.84,0.01,9196.52,59.54,41.12,0,417,director of nursing,debt_consolidation,267xx,WV,1
5773,150000,240,2600,3,5,1,346000,1,20,7.11,-0.01,6244.52,61.98,18.24,0,-4,mm hiezer,debt_consolidation,890xx,NV,0
5776,120000,240,2200,3,5,1,148000,1,20,14.95,0,16909.35,47.39,21.35,1,0,machine operator ,debt_consolidation,112xx,NY,0
5777,70000,240,1200,4,7,0,235000,1,20,8.95,0.01,3544,46.36,22.35,0,317,Program Accountant,debt_consolidation,191xx,PA,0
5779,20000,240,400,4,3,1,210000,1,0,7.05,-0.01,1047.65,1.96,9.12,0,493,homeowner claims adjuster ,debt_consolidation,730xx,OK,0
5780,80000,240,1300,2,9,2,244000,1,10,9.05,-0.01,8652.65,64.51,12.12,0,-8,BARTENDER,credit_card,783xx,TX,1
5782,130000,300,1600,3,10,1,119000,1,20,6.84,0,10370.65,65.32,13.88,0,0,vons,credit_card,917xx,CA,0
5784,80000,240,1400,3,10,1,240000,0,10,8.05,0,4224,37.46,24.12,0,-2,ACCOUNTING ASST,debt_consolidation,945xx,CA,0
5786,70000,240,1100,4,10,0,665000,1,10,13.89,0,5487.48,23.74,29.12,1,344,engineer,other,822xx,WY,0
5787,220000,300,3100,5,10,2,250000,1,20,14.11,0.01,27343.35,50.62,38.65,1,300,Pumper,credit_card,668xx,KS,0
5788,90000,240,1500,2,3,0,310000,0,20,8.11,0.01,18757,83.88,15.24,0,6,MeadWestvaco ,debt_consolidation,294xx,SC,1
5789,240000,300,2500,1,1,0,606000,1,20,14,-0.01,23517.65,34.84,36.24,0,337,Workforce Insight,credit_card,770xx,TX,1
5790,250000,240,4300,3,10,0,350000,1,20,14.05,0.99,15665.83,70.52,20,1,345,Director,debt_consolidation,326xx,FL,0
5791,230000,240,3800,2,10,0,357000,1,20,12.05,0,25119.65,83.7,31,0,-3,First Sergeant,credit_card,765xx,TX,1
5792,150000,300,1700,3,6,1,219000,1,20,9.89,0.99,8925.17,37.86,21.35,1,307,Crown Equipment,credit_card,453xx,OH,0
5793,100000,240,1900,4,1,0,198000,0,10,3.89,-0.01,7088.17,40.38,12,1,297,K&E Plastics Inc.,other,121xx,NY,0
5796,180000,300,2400,5,10,1,231000,1,30,8.05,0.01,7959.17,86.9,15.65,1,7,sheraton maui resort,other,967xx,HI,0
5797,10000,240,200,3,10,0,186000,0,20,16.89,0.01,13672.83,57.74,47,0,338,Barker Microfarads,debt_consolidation,243xx,VA,0
5798,40000,240,600,2,2,0,276000,1,30,11,0.01,14289.17,47.81,19.24,0,285,Platform Validation Tech,debt_consolidation,972xx,OR,0
5799,180000,300,2500,5,6,1,235000,1,30,10.89,0.01,10949.35,68.29,15.24,0,276,cnyddso,debt_consolidation,134xx,NY,0
5800,50000,240,900,4,4,1,347000,0,30,10.95,-0.01,26186.83,80.22,17.76,1,299,Alarm Detection Systems,medical,601xx,IL,0
5801,220000,240,4100,4,8,1,244000,1,20,8.11,0,22491,66.46,22,0,314,Enterprise Rent a Car,debt_consolidation,436xx,OH,0
5802,120000,240,2200,4,3,0,300000,1,20,16.84,0,20481.83,85.28,40.76,0,464,Yes We Can Day Care Center,home_improvement,112xx,NY,0
5803,120000,240,2000,3,10,0,175000,0,30,10.11,0,15616.17,75.41,13.65,1,3,Housekeeper,debt_consolidation,452xx,OH,0
5805,70000,240,1200,3,5,1,160000,0,20,18.95,0,9307.48,45.16,24.35,1,446,packer,debt_consolidation,465xx,IN,1
5806,80000,240,1300,4,4,1,390000,1,10,7.16,2.02,4985.17,55.66,26,0,0,Systems Analyst,debt_consolidation,125xx,NY,0
5808,50000,240,800,2,6,1,160000,1,0,4.05,0.01,160.35,2,5.24,0,0,Cyd International,debt_consolidation,800xx,CO,0
5810,180000,300,2500,7,10,0,903000,1,20,30.05,0,49344,83.6,56.76,0,361,Monroe Medi Trans,small_business,144xx,NY,0
5811,30000,240,500,3,1,0,261000,0,20,8.95,0.99,6440.17,64.76,48.76,0,474,LPN,debt_consolidation,895xx,NV,1
5812,330000,300,4700,6,10,0,425000,1,20,9.11,1.01,14154,32.32,37,1,-516,District Sales Manager,debt_consolidation,704xx,LA,0
5814,80000,240,1300,3,3,0,309000,0,20,8,0.01,2321.17,18.86,24.24,0,296,NCA Partners,debt_consolidation,750xx,TX,0
5817,190000,300,2500,4,10,0,389000,1,10,5.89,0,6626.65,71.54,14.76,0,482,ABC company ,home_improvement,945xx,CA,0
5820,150000,240,2500,3,5,1,269000,1,20,19.11,0.01,10401.83,32.1,21.24,1,2,Sales rep,debt_consolidation,953xx,CA,0
5821,150000,240,2600,3,10,0,706000,1,20,10,0,8860,67.48,23.12,0,298,Representative,debt_consolidation,352xx,AL,0
5823,200000,300,2400,3,10,0,385000,1,10,9,0.01,10756.17,65.06,22.65,0,296,Sales rep,debt_consolidation,606xx,IL,0
5829,130000,300,1900,6,10,1,225000,1,40,10,-0.01,26218.17,80.12,32.88,1,3,nursing,other,921xx,CA,0
5830,100000,240,1500,1,1,0,331000,1,10,13.84,0.01,23542.35,45.12,27.88,1,372,social work supervisor,debt_consolidation,010xx,MA,1
5831,220000,240,3600,2,9,1,496000,1,20,28.11,1,20709.17,55.61,49.24,0,284,Petroleum Landman,debt_consolidation,705xx,LA,0
5832,120000,300,1400,3,1,1,256000,1,30,21.05,0.01,14679,86.78,33.12,0,7,Accounting Clerk,credit_card,105xx,NY,0
5833,110000,300,1500,5,1,1,237000,1,20,11,0,10661.52,85.36,39.35,0,275,Provident Savings Bank,debt_consolidation,945xx,CA,0
5834,180000,300,2200,3,6,1,299000,1,30,24,0,19891.17,44.52,36,0,366,lead operator,credit_card,601xx,IL,1
5837,280000,240,4400,1,10,0,561000,1,20,8.84,-0.01,24544.17,87.62,20.65,1,420,Network Engineer,debt_consolidation,300xx,GA,1
5838,120000,300,1500,3,1,1,126000,1,10,2.89,-0.01,2263.17,71.04,5.24,0,-7,Olson Energy Service,other,980xx,WA,0
5842,210000,240,3400,2,10,0,713000,1,10,13.95,-0.01,41693.52,95.92,29.76,0,595,Manager,credit_card,300xx,GA,1
5845,170000,240,2900,4,1,1,188000,0,20,11.89,0.01,24773.65,86.82,22.35,0,2,Time Communications,debt_consolidation,551xx,MN,0
5846,50000,240,900,4,10,1,147000,1,30,7.89,0,7302,31.99,18.12,0,281,Walmart,medical,446xx,OH,0
5849,200000,300,2300,3,5,0,243000,1,20,10.16,-0.01,5569.65,34.76,12.76,1,3,Team Lead,debt_consolidation,480xx,MI,0
5854,210000,300,2900,5,2,1,416000,1,20,18.16,0.01,39865.65,68.84,45.12,1,-4,Machinist Lead,credit_card,770xx,TX,0
5855,230000,300,2800,3,2,1,245000,1,20,9.95,0.01,28359.17,85.71,26.35,1,347,Trevera,debt_consolidation,926xx,CA,0
5856,50000,240,800,2,8,0,130000,0,20,11.05,1,6351.65,64.16,33.12,1,298,Cashier,credit_card,864xx,AZ,1
5858,120000,300,1600,4,2,1,225000,1,30,8.89,-0.01,23924.65,61.76,12.88,0,5,Langdale Vallotton LLP,debt_consolidation,316xx,GA,0
5860,160000,300,2400,6,10,0,244000,1,10,9.05,0.01,10621.65,65.09,23.76,0,5,Meat cutter,other,640xx,MO,0
5862,90000,240,1500,2,1,1,250000,0,10,8.95,0.99,7077.65,58.54,15.76,0,319,Quad Graphics,debt_consolidation,531xx,WI,1
5863,150000,300,1800,4,7,1,209000,1,20,6.05,1,4913.48,74.18,11.76,1,6,field technician,debt_consolidation,201xx,VA,0
5865,110000,300,1200,2,3,1,149000,0,0,6.05,0.01,2048.48,10.86,8.76,0,4,NSLIJ,car,115xx,NY,0
5866,80000,240,1200,1,6,0,216000,0,10,8.05,0.01,7639.17,58.76,19.88,0,267,Lepko Finishing,home_improvement,189xx,PA,1
5867,170000,300,2100,3,10,0,216000,1,30,9.11,-0.01,17398.52,60.02,20.24,0,403,Hope School District,other,718xx,AR,1
5871,350000,240,6300,4,2,0,874000,1,10,22.05,2,11892.35,33.46,44.24,1,313,President/Corporate Counsel,small_business,346xx,FL,0
5872,170000,240,3400,6,10,0,240000,1,30,10.11,1.01,-106.91,-0.12,16.12,1,4,Director of College Operations,debt_consolidation,028xx,RI,0
5874,60000,240,1100,4,1,0,297000,1,30,18.89,0.01,39230.35,42.72,36.65,1,362,Shoshone Municipal  Pipeline,medical,824xx,WY,0
5875,350000,300,4400,4,2,2,478000,1,10,14.11,0,48169.83,70.8,33,0,454,Regional Vice President,debt_consolidation,433xx,OH,0
5876,200000,300,2300,3,10,1,369000,1,30,17.95,1,25370.48,70.81,29.65,1,325,Loss Control speacialist,debt_consolidation,114xx,NY,0
5878,350000,240,6100,3,2,1,891000,1,20,11.11,0,48767.65,88.79,17.24,0,279,Manager,debt_consolidation,900xx,CA,0
5879,150000,240,2600,3,3,1,394000,0,10,12.11,0.01,7848,46.56,24.24,0,306,Nickel USA,debt_consolidation,070xx,NJ,0
5880,210000,300,2500,4,9,0,232000,1,10,6.11,0,13025.83,69.38,14.76,1,276,Dispatcher,debt_consolidation,307xx,GA,0
5882,100000,240,1800,4,2,1,194000,1,20,5.05,0.01,5929.83,76.72,5.88,0,-2,Neiman Marcus,debt_consolidation,331xx,FL,0
5883,120000,240,2000,2,1,2,167000,0,20,5,0.01,13351.83,83.68,13,0,7,Pier 1 fish n chips,debt_consolidation,917xx,CA,1
5885,70000,240,1400,4,10,0,165000,0,10,3,0.01,4139.83,56.66,18.65,0,300,security officer,debt_consolidation,900xx,CA,0
5887,50000,240,900,3,3,0,204000,1,20,8.11,0.99,5679,38.84,29.65,0,457,Title specialist,medical,760xx,TX,1
5891,70000,240,1200,4,3,1,281000,1,20,13.95,2,1556.65,38.9,26,0,6,schedule supervisor,house,208xx,MD,0
5892,230000,300,3000,5,1,0,123000,1,30,9,3.99,3207,22.3,34.88,1,321,maintenance ,other,479xx,IN,0
5893,150000,240,2600,4,2,0,194000,0,30,14,-0.01,12820.17,57.4,25,0,-2,outreach ,debt_consolidation,731xx,OK,0
5894,120000,240,2400,5,6,1,194000,1,20,10,0,7585.83,83.04,13.24,0,4,CNC operator,debt_consolidation,070xx,NJ,0
5897,50000,240,900,4,2,1,90000,0,20,8.84,0.01,2251,27.48,8.88,0,-1,Server,moving,553xx,MN,0
5898,100000,240,1700,3,5,1,666000,0,10,6.16,0.01,10488,87.16,11.35,0,327,Wunderlich-Malec,moving,913xx,CA,0
5899,270000,300,3600,4,6,0,304000,1,20,9,0.01,18071.52,89.98,13.65,1,0,Presbyterian Manors of Wichita,debt_consolidation,672xx,KS,0
5901,50000,240,900,7,1,1,185000,0,30,5.11,1.01,4887.17,93.18,27.12,0,319,Gateway Behavioral Health Services,debt_consolidation,315xx,GA,0
5903,150000,240,2600,4,1,1,368000,1,20,6,0.01,7369,94.98,8.24,1,-7,Head Chef,debt_consolidation,890xx,NV,0
5904,170000,300,2100,5,4,1,224000,1,30,18.05,0.01,12804.83,33.68,33.12,1,3,Accounts Receivable ,debt_consolidation,800xx,CO,0
5905,80000,240,1400,2,8,0,122000,0,10,7,0.01,4168.17,48.19,15.24,0,301,Clerk,credit_card,792xx,TX,0
5907,150000,300,1900,5,1,0,203000,1,30,13.16,0.01,19435.48,47.76,22.76,1,-497,Firefighter/Emt,debt_consolidation,631xx,MO,0
5909,160000,240,2500,1,10,1,239000,1,20,10.11,0.01,27648.65,88.22,31.12,0,416,manager,debt_consolidation,936xx,CA,1
5910,240000,240,4000,3,1,0,396000,1,20,13,0.01,25585.83,87.2,21.65,1,5,travel rn,debt_consolidation,906xx,CA,0
5911,80000,240,1400,4,1,1,129000,0,30,11,-0.01,7388.65,60.24,12.35,0,1,Sterile Processing Technician ,debt_consolidation,532xx,WI,0
5912,180000,300,2600,6,4,1,225000,1,30,10.05,-0.01,8264,71.19,16.76,0,-7,Warehouse Laborer,debt_consolidation,088xx,NJ,0
5913,60000,240,1200,4,8,2,322000,1,20,7.05,-0.01,3422.52,53.96,10.35,0,416,President,home_improvement,180xx,PA,0
5915,90000,240,1600,3,1,1,221000,1,30,13.05,0,11815.17,58.52,34,0,299,Charlotte Pediatric Dentistry,debt_consolidation,282xx,NC,0
5916,200000,240,3300,2,10,3,960000,1,10,10.95,-0.01,26116.17,29.31,16.76,0,336,Housing Investments Inc,debt_consolidation,024xx,MA,0
5917,350000,300,5000,5,3,2,437000,1,10,10.05,-0.01,17687.83,58.84,22.24,1,280,Registered nurse,debt_consolidation,023xx,MA,0
5919,160000,240,2800,3,3,0,294000,1,10,6,-0.01,1327.52,89.02,14.76,1,0,field tech,home_improvement,770xx,TX,0
5921,40000,240,700,5,4,1,178000,0,10,10.95,0.01,4940.17,59.29,11.35,0,299,Driver,other,331xx,FL,0
5922,150000,240,2600,3,7,0,367000,1,20,14,-0.01,33780.48,61.48,30.88,0,356,THE EXERCISE COACH,credit_card,600xx,IL,1
5923,140000,300,2100,6,1,1,456000,0,20,10.11,0,3000.65,60.28,13.76,1,5,President,debt_consolidation,197xx,DE,0
5924,250000,240,4400,3,10,0,364000,1,20,10.84,0.01,25551.17,64.54,19.76,0,346,Data Systems Specialist,credit_card,760xx,TX,0
5925,60000,240,1100,2,1,2,380000,1,30,10,0.01,84344.17,70.78,19.24,0,386,MSD Pike Township,debt_consolidation,460xx,IN,1
5929,140000,300,1800,4,5,1,416000,1,20,14.16,0,13036.35,70.2,40.76,0,328,Senior Research Associate,medical,801xx,CO,0
5932,120000,300,1400,4,10,0,264000,1,10,12,0.01,4979.35,30.02,16.88,1,-1,AjosI,debt_consolidation,125xx,NY,0
5933,210000,300,2800,6,2,1,352000,1,10,9.05,-0.01,11211.35,94.36,19.35,0,323,Datrose,debt_consolidation,959xx,CA,0
5934,350000,300,4800,5,1,0,522000,1,20,17,0.01,37649.52,70.74,41.12,0,389,Southampton Township,debt_consolidation,080xx,NJ,0
5935,100000,240,1900,6,10,2,155000,1,30,6.11,1,7358.65,72.76,25,0,283,food service clerj,debt_consolidation,054xx,VT,0
5941,120000,240,2000,3,1,1,383000,0,20,10,0,12702.83,72.28,24,1,369,Account Manager,moving,017xx,MA,1
5943,20000,240,500,4,5,1,245000,0,40,10.89,-0.01,18612.65,44.02,18.35,0,-6,SGT/E5,credit_card,765xx,TX,0
5946,180000,300,2100,3,9,0,468000,1,30,16.05,-0.01,45330.52,53.86,39.88,0,466,Logistics Supervisor,debt_consolidation,281xx,NC,1
5947,120000,300,1500,5,1,1,179000,1,20,9,0.01,10576.35,63.52,9.35,1,9,Server,debt_consolidation,894xx,NV,0
5949,70000,240,1200,5,8,1,94000,1,20,7.95,-0.01,6470.35,62.08,17.76,1,7,CNA,small_business,116xx,NY,0
5951,200000,300,2600,5,9,0,250000,1,20,6.11,0.01,6170,82.78,31.12,0,0,working lead,debt_consolidation,287xx,NC,0
5952,100000,300,1400,7,10,0,241000,1,20,10.05,0.01,7406.48,78.7,40.24,0,287,Emblem Health,other,132xx,NY,0
5953,110000,300,1300,3,3,0,264000,0,10,6.05,0,5914.17,46.62,30.24,1,10,Account Manager,debt_consolidation,857xx,AZ,0
5954,70000,240,1200,3,4,1,319000,1,0,7.95,0.01,5184.35,59.22,7.76,0,-3,Manager,moving,330xx,FL,0
5959,250000,300,3300,5,2,0,295000,1,30,23.95,0.01,37219.83,85.8,40.76,1,388,Assistant principal ,credit_card,760xx,TX,0
5960,120000,240,2100,5,3,0,184000,0,10,5.89,0,5841.83,54.6,29.12,0,2,General Electric,debt_consolidation,336xx,FL,0
5961,150000,300,1800,4,10,0,247000,0,20,10.89,1.01,17567.35,72.36,16.88,1,279,lead maintance,debt_consolidation,198xx,DE,0
5962,150000,240,2500,3,7,2,485000,1,0,5.11,0.01,844.83,4.98,16.88,1,393,Director of Business Development,house,606xx,IL,1
5964,80000,240,1400,3,6,2,330000,1,20,11.11,-0.01,20678.65,50.16,12.12,0,294,Salon royale court ,home_improvement,191xx,PA,0
5965,50000,240,900,3,10,1,309000,0,20,6.89,0.01,27500.65,75.68,32.65,0,333,W&H Systems Inc,debt_consolidation,070xx,NJ,0
5966,120000,240,2000,4,2,1,138000,0,10,7.95,0,-183.74,3.68,11.12,0,-8,MoneyGram International,debt_consolidation,802xx,CO,0
5968,150000,240,2400,1,7,0,281000,0,30,14.05,0,10599.52,34.02,24.88,1,4,Medical Social Worker,debt_consolidation,315xx,GA,1
5969,80000,240,1300,1,10,1,390000,1,10,11.11,0,4993.17,21.92,25.24,1,342,Meat mgr,vacation,117xx,NY,1
5970,110000,240,1800,1,2,0,317000,0,20,16.84,0,18627,37.49,32.88,0,0,City of Chillicothe,credit_card,431xx,OH,1
5972,30000,240,500,4,1,1,176000,1,10,5.11,0.01,1146.35,47.46,9.24,1,10,Program Coordinator,debt_consolidation,116xx,NY,0
5974,300000,300,3700,4,1,1,527000,1,30,27.95,0.01,5620.83,30.21,67.12,0,5,Program Analyst ,credit_card,207xx,MD,0
5976,20000,240,300,3,1,1,192000,1,10,1.84,-0.01,641.48,0.24,4.65,0,277,Ecolab,wedding,554xx,MN,0
5977,350000,300,4500,5,3,0,600000,1,20,8.05,0,17202.65,44.82,28.65,1,-2,Analyst,debt_consolidation,210xx,MD,0
5978,280000,300,2900,2,1,0,366000,1,10,30.84,0,10716.35,12.09,59.12,1,327,Financial Planner,credit_card,430xx,OH,0
5983,100000,240,1800,3,9,0,250000,0,30,6.89,0,630,13.11,7.12,0,287,CONSTRUCTION FOREMAN,home_improvement,920xx,CA,0
5984,290000,300,3800,4,10,2,603000,1,20,9.84,0,107205.35,72.96,47.24,1,333,Verizon,debt_consolidation,078xx,NJ,0
5987,90000,240,1500,3,3,0,528000,1,20,11,0.01,112762.83,82.7,23.35,0,274,Newby Insurance Agency,credit_card,460xx,IL,0
5988,40000,240,700,1,4,1,124000,0,30,12.95,-0.01,11205.52,46.76,20.88,0,332,Baycare,debt_consolidation,337xx,FL,1
